COORDINATE,GEO,Age group,Sex,Response,Estimates,UOM,SCALAR_FACTOR,VECTOR,VALUE,STATUS
1.2.3.6.2,Canada,15 to 24 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116319164,,F
1.2.3.6.3,Canada,15 to 24 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116319165,,F
1.2.3.6.4,Canada,15 to 24 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116319166,,F
1.2.3.7.1,Canada,15 to 24 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116319167,,F
1.2.3.7.2,Canada,15 to 24 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116319168,,F
1.2.3.7.3,Canada,15 to 24 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116319169,,F
1.2.3.7.4,Canada,15 to 24 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116319170,,F
1.5.1.1.1,Canada,25 to 54 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116747373,10494.0,
1.5.1.1.2,Canada,25 to 54 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116747374,100.0,
1.5.1.1.3,Canada,25 to 54 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116747375,100.0,
1.5.1.1.4,Canada,25 to 54 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116747376,100.0,
1.5.1.8.1,Canada,25 to 54 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116747377,8863.0,
1.5.1.8.2,Canada,25 to 54 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116747378,84.5,
1.5.1.8.3,Canada,25 to 54 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747379,83.1,
1.5.1.8.4,Canada,25 to 54 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116747380,85.7,
1.5.1.2.1,Canada,25 to 54 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116747381,3539.0,
1.5.1.2.2,Canada,25 to 54 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116747382,33.7,
1.5.1.2.3,Canada,25 to 54 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747383,32.1,
1.5.1.2.4,Canada,25 to 54 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116747384,35.3,
1.5.1.3.1,Canada,25 to 54 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116747385,5324.0,
1.5.1.3.2,Canada,25 to 54 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116747386,50.7,
1.5.1.3.3,Canada,25 to 54 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747387,49.1,
1.5.1.3.4,Canada,25 to 54 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116747388,52.3,
1.5.1.4.1,Canada,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116747389,921.0,
1.5.1.4.2,Canada,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116747390,8.8,
1.5.1.4.3,Canada,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747391,7.8,
1.5.1.4.4,Canada,25 to 54 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747392,9.9,
1.5.1.9.1,Canada,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116747393,614.0,
1.5.1.9.2,Canada,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116747394,5.9,
1.5.1.9.3,Canada,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747395,5.1,
1.5.1.9.4,Canada,25 to 54 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747396,6.7,
1.5.1.5.1,Canada,25 to 54 years,Both sexes,Dissatisfied,Number of persons,Persons,thousands,v116747397,477.0,
1.5.1.5.2,Canada,25 to 54 years,Both sexes,Dissatisfied,Percentage of persons,Percent,units ,v116747398,4.5,
1.5.1.5.3,Canada,25 to 54 years,Both sexes,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747399,3.9,
1.5.1.5.4,Canada,25 to 54 years,Both sexes,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747400,5.3,
1.5.1.6.1,Canada,25 to 54 years,Both sexes,Very dissatisfied,Number of persons,Persons,thousands,v116747401,137.0,
1.5.1.6.2,Canada,25 to 54 years,Both sexes,Very dissatisfied,Percentage of persons,Percent,units ,v116747402,1.3,
1.5.1.6.3,Canada,25 to 54 years,Both sexes,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747403,1.0,
1.5.1.6.4,Canada,25 to 54 years,Both sexes,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747404,1.7,
1.5.1.7.1,Canada,25 to 54 years,Both sexes,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116747405,95.0,E
1.5.1.7.2,Canada,25 to 54 years,Both sexes,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116747406,0.9,E
1.5.1.7.3,Canada,25 to 54 years,Both sexes,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116747407,0.6,
1.5.1.7.4,Canada,25 to 54 years,Both sexes,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116747408,1.3,
1.5.2.1.1,Canada,25 to 54 years,Male,"Total, job satisfaction",Number of persons,Persons,thousands,v116747409,5469.0,
1.5.2.1.2,Canada,25 to 54 years,Male,"Total, job satisfaction",Percentage of persons,Percent,units ,v116747410,100.0,
1.5.2.1.3,Canada,25 to 54 years,Male,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116747411,100.0,
1.5.2.1.4,Canada,25 to 54 years,Male,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116747412,100.0,
1.5.2.8.1,Canada,25 to 54 years,Male,Very satisfied or satisfied,Number of persons,Persons,thousands,v116747413,4564.0,
1.5.2.8.2,Canada,25 to 54 years,Male,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116747414,83.5,
1.5.2.8.3,Canada,25 to 54 years,Male,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747415,81.5,
1.5.2.8.4,Canada,25 to 54 years,Male,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116747416,85.3,
1.5.2.2.1,Canada,25 to 54 years,Male,Very satisfied,Number of persons,Persons,thousands,v116747417,1839.0,
1.5.2.2.2,Canada,25 to 54 years,Male,Very satisfied,Percentage of persons,Percent,units ,v116747418,33.6,
1.5.2.2.3,Canada,25 to 54 years,Male,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747419,31.4,
1.5.2.2.4,Canada,25 to 54 years,Male,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116747420,35.9,
1.5.2.3.1,Canada,25 to 54 years,Male,Satisfied,Number of persons,Persons,thousands,v116747421,2725.0,
1.5.2.3.2,Canada,25 to 54 years,Male,Satisfied,Percentage of persons,Percent,units ,v116747422,49.8,
1.5.2.3.3,Canada,25 to 54 years,Male,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747423,47.5,
1.5.2.3.4,Canada,25 to 54 years,Male,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116747424,52.2,
1.5.2.4.1,Canada,25 to 54 years,Male,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116747425,519.0,
1.5.2.4.2,Canada,25 to 54 years,Male,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116747426,9.5,
1.5.2.4.3,Canada,25 to 54 years,Male,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747427,8.1,
1.5.2.4.4,Canada,25 to 54 years,Male,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747428,11.1,
1.5.2.9.1,Canada,25 to 54 years,Male,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116747429,338.0,
1.5.2.9.2,Canada,25 to 54 years,Male,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116747430,6.2,
1.5.2.9.3,Canada,25 to 54 years,Male,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747431,5.2,
1.5.2.9.4,Canada,25 to 54 years,Male,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747432,7.4,
1.5.2.5.1,Canada,25 to 54 years,Male,Dissatisfied,Number of persons,Persons,thousands,v116747433,255.0,
1.5.2.5.2,Canada,25 to 54 years,Male,Dissatisfied,Percentage of persons,Percent,units ,v116747434,4.7,
1.5.2.5.3,Canada,25 to 54 years,Male,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747435,3.8,
1.5.2.5.4,Canada,25 to 54 years,Male,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747436,5.8,
1.5.2.6.1,Canada,25 to 54 years,Male,Very dissatisfied,Number of persons,Persons,thousands,v116747437,83.0,E
1.5.2.6.2,Canada,25 to 54 years,Male,Very dissatisfied,Percentage of persons,Percent,units ,v116747438,1.5,E
1.5.2.6.3,Canada,25 to 54 years,Male,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747439,1.1,
1.5.2.6.4,Canada,25 to 54 years,Male,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747440,2.2,
1.5.2.7.1,Canada,25 to 54 years,Male,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116747441,48.0,E
1.5.2.7.2,Canada,25 to 54 years,Male,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116747442,0.9,E
1.5.2.7.3,Canada,25 to 54 years,Male,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116747443,0.5,
1.5.2.7.4,Canada,25 to 54 years,Male,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116747444,1.5,
1.5.3.1.1,Canada,25 to 54 years,Female,"Total, job satisfaction",Number of persons,Persons,thousands,v116747445,5025.0,
1.5.3.1.2,Canada,25 to 54 years,Female,"Total, job satisfaction",Percentage of persons,Percent,units ,v116747446,100.0,
1.5.3.1.3,Canada,25 to 54 years,Female,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116747447,100.0,
1.5.3.1.4,Canada,25 to 54 years,Female,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116747448,100.0,
1.5.3.8.1,Canada,25 to 54 years,Female,Very satisfied or satisfied,Number of persons,Persons,thousands,v116747449,4299.0,
1.5.3.8.2,Canada,25 to 54 years,Female,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116747450,85.6,
1.5.3.8.3,Canada,25 to 54 years,Female,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747451,83.8,
1.5.3.8.4,Canada,25 to 54 years,Female,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116747452,87.2,
1.5.3.2.1,Canada,25 to 54 years,Female,Very satisfied,Number of persons,Persons,thousands,v116747453,1700.0,
1.5.3.2.2,Canada,25 to 54 years,Female,Very satisfied,Percentage of persons,Percent,units ,v116747454,33.8,
1.5.3.2.3,Canada,25 to 54 years,Female,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747455,31.7,
1.5.3.2.4,Canada,25 to 54 years,Female,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116747456,36.1,
1.5.3.3.1,Canada,25 to 54 years,Female,Satisfied,Number of persons,Persons,thousands,v116747457,2599.0,
1.5.3.3.2,Canada,25 to 54 years,Female,Satisfied,Percentage of persons,Percent,units ,v116747458,51.7,
1.5.3.3.3,Canada,25 to 54 years,Female,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747459,49.4,
1.5.3.3.4,Canada,25 to 54 years,Female,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116747460,54.0,
1.5.3.4.1,Canada,25 to 54 years,Female,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116747461,401.0,
1.5.3.4.2,Canada,25 to 54 years,Female,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116747462,8.0,
1.5.3.4.3,Canada,25 to 54 years,Female,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747463,6.8,
1.5.3.4.4,Canada,25 to 54 years,Female,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747464,9.3,
1.5.3.9.1,Canada,25 to 54 years,Female,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116747465,277.0,
1.5.3.9.2,Canada,25 to 54 years,Female,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116747466,5.5,
1.5.3.9.3,Canada,25 to 54 years,Female,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747467,4.5,
1.5.3.9.4,Canada,25 to 54 years,Female,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747468,6.8,
1.5.3.5.1,Canada,25 to 54 years,Female,Dissatisfied,Number of persons,Persons,thousands,v116747469,222.0,
1.5.3.5.2,Canada,25 to 54 years,Female,Dissatisfied,Percentage of persons,Percent,units ,v116747470,4.4,
1.5.3.5.3,Canada,25 to 54 years,Female,Dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747471,3.5,
1.5.3.5.4,Canada,25 to 54 years,Female,Dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747472,5.6,
1.5.3.6.1,Canada,25 to 54 years,Female,Very dissatisfied,Number of persons,Persons,thousands,v116747473,54.0,E
1.5.3.6.2,Canada,25 to 54 years,Female,Very dissatisfied,Percentage of persons,Percent,units ,v116747474,1.1,E
1.5.3.6.3,Canada,25 to 54 years,Female,Very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747475,0.7,
1.5.3.6.4,Canada,25 to 54 years,Female,Very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747476,1.7,
1.5.3.7.1,Canada,25 to 54 years,Female,Don't know/refusal/not stated,Number of persons,Persons,thousands,v116747477,48.0,E
1.5.3.7.2,Canada,25 to 54 years,Female,Don't know/refusal/not stated,Percentage of persons,Percent,units ,v116747478,1.0,E
1.5.3.7.3,Canada,25 to 54 years,Female,Don't know/refusal/not stated,"Low 95% confidence interval, percent",Percent,units ,v116747479,0.6,
1.5.3.7.4,Canada,25 to 54 years,Female,Don't know/refusal/not stated,"High 95% confidence interval, percent",Percent,units ,v116747480,1.5,
1.6.1.1.1,Canada,25 to 34 years,Both sexes,"Total, job satisfaction",Number of persons,Persons,thousands,v116747481,3642.0,
1.6.1.1.2,Canada,25 to 34 years,Both sexes,"Total, job satisfaction",Percentage of persons,Percent,units ,v116747482,100.0,
1.6.1.1.3,Canada,25 to 34 years,Both sexes,"Total, job satisfaction","Low 95% confidence interval, percent",Percent,units ,v116747483,100.0,
1.6.1.1.4,Canada,25 to 34 years,Both sexes,"Total, job satisfaction","High 95% confidence interval, percent",Percent,units ,v116747484,100.0,
1.6.1.8.1,Canada,25 to 34 years,Both sexes,Very satisfied or satisfied,Number of persons,Persons,thousands,v116747485,2951.0,
1.6.1.8.2,Canada,25 to 34 years,Both sexes,Very satisfied or satisfied,Percentage of persons,Percent,units ,v116747486,81.0,
1.6.1.8.3,Canada,25 to 34 years,Both sexes,Very satisfied or satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747487,78.2,
1.6.1.8.4,Canada,25 to 34 years,Both sexes,Very satisfied or satisfied,"High 95% confidence interval, percent",Percent,units ,v116747488,83.6,
1.6.1.2.1,Canada,25 to 34 years,Both sexes,Very satisfied,Number of persons,Persons,thousands,v116747489,1082.0,
1.6.1.2.2,Canada,25 to 34 years,Both sexes,Very satisfied,Percentage of persons,Percent,units ,v116747490,29.7,
1.6.1.2.3,Canada,25 to 34 years,Both sexes,Very satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747491,27.0,
1.6.1.2.4,Canada,25 to 34 years,Both sexes,Very satisfied,"High 95% confidence interval, percent",Percent,units ,v116747492,32.6,
1.6.1.3.1,Canada,25 to 34 years,Both sexes,Satisfied,Number of persons,Persons,thousands,v116747493,1870.0,
1.6.1.3.2,Canada,25 to 34 years,Both sexes,Satisfied,Percentage of persons,Percent,units ,v116747494,51.3,
1.6.1.3.3,Canada,25 to 34 years,Both sexes,Satisfied,"Low 95% confidence interval, percent",Percent,units ,v116747495,48.3,
1.6.1.3.4,Canada,25 to 34 years,Both sexes,Satisfied,"High 95% confidence interval, percent",Percent,units ,v116747496,54.4,
1.6.1.4.1,Canada,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,Number of persons,Persons,thousands,v116747497,400.0,
1.6.1.4.2,Canada,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,Percentage of persons,Percent,units ,v116747498,11.0,
1.6.1.4.3,Canada,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747499,9.0,
1.6.1.4.4,Canada,25 to 34 years,Both sexes,Neither satisfied nor dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747500,13.4,
1.6.1.9.1,Canada,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,Number of persons,Persons,thousands,v116747501,239.0,
1.6.1.9.2,Canada,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,Percentage of persons,Percent,units ,v116747502,6.6,
1.6.1.9.3,Canada,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,"Low 95% confidence interval, percent",Percent,units ,v116747503,5.1,
1.6.1.9.4,Canada,25 to 34 years,Both sexes,Dissatisfied or very dissatisfied,"High 95% confidence interval, percent",Percent,units ,v116747504,8.4,
